wkt_geom,Site code,Site name,Source,Date,Longitude,Latitude,Latnoneg,Number of,Number o_1,SIGNALT Sc,SIGNALT _1,WKT,East,North,Year
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",17/03/2014,145.6312376,-41.00089847,41.00089847,22,18,5.1,5.1,POINT (145.6312376 -41.00089847),384885.002,5460241,2014
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",18/03/2004,145.6312376,-41.00089847,41.00089847,96,38,4.1,5.4,POINT (145.6312376 -41.00089847),384885.002,5460241,2004
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",18/03/2008,145.6312376,-41.00089847,41.00089847,1,14,5.4,5.5,POINT (145.6312376 -41.00089847),384885.002,5460241,2008
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",2/03/1999,145.6312376,-41.00089847,41.00089847,3,15,4.5,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,1999
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",20/03/1997,145.6312376,-41.00089847,41.00089847,48,30,3.9,5.5,POINT (145.6312376 -41.00089847),384885.002,5460241,1997
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",20/03/2017,145.6312376,-41.00089847,41.00089847,76,18,3.6,5.6,POINT (145.6312376 -41.00089847),384885.002,5460241,2017
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",21/03/2007,145.6312376,-41.00089847,41.00089847,15,32,3.7,5.1,POINT (145.6312376 -41.00089847),384885.002,5460241,2007
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",21/09/2005,145.6312376,-41.00089847,41.00089847,69,33,4.1,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,2005
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",22/09/2006,145.6312376,-41.00089847,41.00089847,52,39,4.3,5.8,POINT (145.6312376 -41.00089847),384885.002,5460241,2006
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",23/03/2010,145.6312376,-41.00089847,41.00089847,6,16,3.9,5.5,POINT (145.6312376 -41.00089847),384885.002,5460241,2010
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",26/09/1997,145.6312376,-41.00089847,41.00089847,115,25,4.7,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,1997
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",27/10/2004,145.6312376,-41.00089847,41.00089847,140,41,4,5.3,POINT (145.6312376 -41.00089847),384885.002,5460241,2004
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/2003,145.6312376,-41.00089847,41.00089847,119,39,3.8,5.7,POINT (145.6312376 -41.00089847),384885.002,5460241,2003
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",28/10/2015,145.6312376,-41.00089847,41.00089847,21,19,3.5,4.8,POINT (145.6312376 -41.00089847),384885.002,5460241,2015
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",29/03/2018,145.6312376,-41.00089847,41.00089847,51,15,4.3,4.9,POINT (145.6312376 -41.00089847),384885.002,5460241,2018
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",31/03/2006,145.6312376,-41.00089847,41.00089847,54,36,4.2,5.7,POINT (145.6312376 -41.00089847),384885.002,5460241,2006
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",5/04/2005,145.6312376,-41.00089847,41.00089847,68,37,4.7,5.7,POINT (145.6312376 -41.00089847),384885.002,5460241,2005
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",5/10/2011,145.6312376,-41.00089847,41.00089847,15,15,4.6,5.9,POINT (145.6312376 -41.00089847),384885.002,5460241,2011
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",5/11/2009,145.6312376,-41.00089847,41.00089847,3,22,3.6,5,POINT (145.6312376 -41.00089847),384885.002,5460241,2009
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",5/11/2019,145.6312376,-41.00089847,41.00089847,17,19,3.7,5.4,POINT (145.6312376 -41.00089847),384885.002,5460241,2019
Point (384885.00199999997857958 5460241),INGL03,Inglis River at Pages Rd,"Department of Primary Industries, Parks, Water and Environment",6/11/2013,145.6312376,-41.00089847,41.00089847,0,16,3.7,5,POINT (145.6312376 -41.00089847),384885.002,5460241,2013
Point (384146.00199999997857958 5458360),INGL04,Inglis River at end of Rd through gravel pits,"Department of Primary Industries, Parks, Water and Environment",2/03/1999,145.6221001,-41.01773337,41.01773337,5,19,4.4,5.4,POINT (145.6221001 -41.01773337),384146.002,5458360,1999
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",13/10/2005,145.6108162,-41.068519,41.068519,40,23,5.1,5.8,POINT (145.6108162 -41.068519),383287.001,5452707,2005
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",14/10/2006,145.6108162,-41.068519,41.068519,33,25,4.8,6.2,POINT (145.6108162 -41.068519),383287.001,5452707,2006
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",23/03/2006,145.6108162,-41.068519,41.068519,40,17,5.3,6.1,POINT (145.6108162 -41.068519),383287.001,5452707,2006
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",26/04/2005,145.6108162,-41.068519,41.068519,79,19,5.4,6,POINT (145.6108162 -41.068519),383287.001,5452707,2005
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",29/10/2008,145.6108162,-41.068519,41.068519,11,21,5.2,5.8,POINT (145.6108162 -41.068519),383287.001,5452707,2008
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",4/03/1999,145.6108162,-41.068519,41.068519,2,16,5.3,5.4,POINT (145.6108162 -41.068519),383287.001,5452707,1999
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",4/03/2008,145.6108162,-41.068519,41.068519,1,18,5.3,5.5,POINT (145.6108162 -41.068519),383287.001,5452707,2008
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",5/11/2004,145.6108162,-41.068519,41.068519,21,21,4.9,5.9,POINT (145.6108162 -41.068519),383287.001,5452707,2004
Point (383287.00099999998928979 5452707),INGL05,Inglis River off Zig Zag Rd,"Department of Primary Industries, Parks, Water and Environment",5/11/2007,145.6108162,-41.068519,41.068519,33,23,4.7,5.7,POINT (145.6108162 -41.068519),383287.001,5452707,2007
Point (382449.00199999997857958 5451319),INGL06,Inglis River at picnic area Jefferson Rd,"Department of Primary Industries, Parks, Water and Environment",3/03/1999,145.6005796,-41.08089788,41.08089788,18,25,5.3,6.3,POINT (145.6005796 -41.08089788),382449.002,5451319,1999
Point (382423.99800000002142042 5447546),INGL07,Inglis River at Jessie Rd u/s Jessie R,"Department of Primary Industries, Parks, Water and Environment",17/03/1999,145.5995604,-41.1148716,41.1148716,19,22,5.3,6.3,POINT (145.5995604 -41.1148716),382423.998,5447546,1999
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",13/10/2005,145.635952,-41.16237338,41.16237338,65,23,6,6.4,POINT (145.635952 -41.16237338),385562,5442321,2005
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",26/04/2005,145.635952,-41.16237338,41.16237338,84,17,5.9,6.3,POINT (145.635952 -41.16237338),385562,5442321,2005
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",28/10/2004,145.635952,-41.16237338,41.16237338,34,24,4.8,6.3,POINT (145.635952 -41.16237338),385562,5442321,2004
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",3/03/1999,145.635952,-41.16237338,41.16237338,16,27,5.5,6.4,POINT (145.635952 -41.16237338),385562,5442321,1999
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",3/05/2006,145.635952,-41.16237338,41.16237338,78,16,5.1,5.8,POINT (145.635952 -41.16237338),385562,5442321,2006
Point (385562 5442321),INGL08,Inglis River at Takone Rd at Takone,"Department of Primary Industries, Parks, Water and Environment",30/10/2006,145.635952,-41.16237338,41.16237338,94,20,5.5,6.5,POINT (145.635952 -41.16237338),385562,5442321,2006
Point (385928.00199999997857958 5438873),INGL09,Inglis River at Choveaux Rd in plantation,"Department of Primary Industries, Parks, Water and Environment",3/03/1999,145.639671,-41.19347563,41.19347563,39,26,4.4,5.7,POINT (145.639671 -41.19347563),385928.002,5438873,1999
Point (384536.99800000002142042 5437525),INGL10,Inglis River at Viney Rd,"Department of Primary Industries, Parks, Water and Environment",3/03/1999,145.6228331,-41.2054177,41.2054177,15,19,5,6.5,POINT (145.6228331 -41.2054177),384536.998,5437525,1999
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",1/11/2005,145.7092882,-40.98850328,40.98850328,3,16,4.2,4.4,POINT (145.7092882 -40.98850328),391429,5461717,2005
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",24/02/1999,145.7092882,-40.98850328,40.98850328,8,22,3.7,5.2,POINT (145.7092882 -40.98850328),391429,5461717,1999
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",25/03/1997,145.7092882,-40.98850328,40.98850328,4,31,4.3,4.9,POINT (145.7092882 -40.98850328),391429,5461717,1997
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",26/09/1997,145.7092882,-40.98850328,40.98850328,75,32,4.1,5.5,POINT (145.7092882 -40.98850328),391429,5461717,1997
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",6/04/2006,145.7092882,-40.98850328,40.98850328,0,7,3.9,4.6,POINT (145.7092882 -40.98850328),391429,5461717,2006
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",9/05/2005,145.7092882,-40.98850328,40.98850328,0,11,2.7,4.3,POINT (145.7092882 -40.98850328),391429,5461717,2005
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",9/10/2006,145.7092882,-40.98850328,40.98850328,0,16,4.3,5.3,POINT (145.7092882 -40.98850328),391429,5461717,2006
Point (391429 5461717),INGL11,Big Creek at Wynyard,"Department of Primary Industries, Parks, Water and Environment",9/11/2004,145.7092882,-40.98850328,40.98850328,2,12,4.8,5.1,POINT (145.7092882 -40.98850328),391429,5461717,2004
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",11/09/2007,145.6904597,-41.0082254,41.0082254,51,23,4.8,6.1,POINT (145.6904597 -41.0082254),389877.996,5459504.001,2007
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",14/03/1995,145.6904597,-41.0082254,41.0082254,114,30,4.4,5.8,POINT (145.6904597 -41.0082254),389877.996,5459504.001,1995
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",15/03/1996,145.6904597,-41.0082254,41.0082254,136,24,4.8,6.4,POINT (145.6904597 -41.0082254),389877.996,5459504.001,1996
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",18/03/2008,145.6904597,-41.0082254,41.0082254,14,27,4.3,5.8,POINT (145.6904597 -41.0082254),389877.996,5459504.001,2008
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",18/10/1994,145.6904597,-41.0082254,41.0082254,80,28,4.2,6.2,POINT (145.6904597 -41.0082254),389877.996,5459504.001,1994
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",2/10/1995,145.6904597,-41.0082254,41.0082254,134,31,3.9,5.8,POINT (145.6904597 -41.0082254),389877.996,5459504.001,1995
Point (389877.99599999998463318 5459504.00100000016391277),INGL12,Big Creek at Nursery Rd,"Department of Primary Industries, Parks, Water and Environment",25/02/1999,145.6904597,-41.0082254,41.0082254,31,27,5,5.9,POINT (145.6904597 -41.0082254),389877.996,5459504.001,1999
Point (389119.99900000001071021 5457139),INGL13,Big Creek at Tram Rd (near picnic area),"Department of Primary Industries, Parks, Water and Environment",25/02/1999,145.6810232,-41.02942142,41.02942142,36,25,5.1,5.8,POINT (145.6810232 -41.02942142),389119.999,5457139,1999
Point (389137.99699999997392297 5456039),INGL14,Big Creek at Tram Rd  (start pine plantation),"Department of Primary Industries, Parks, Water and Environment",25/02/1999,145.6810395,-41.03933024,41.03933024,32,25,4.6,5.7,POINT (145.6810395 -41.03933024),389137.997,5456039,1999
Point (391111.99800000002142042 5452440),INGL15,Big Creek at Cleveland Rd,"Department of Primary Industries, Parks, Water and Environment",25/02/1999,145.7038829,-41.07200862,41.07200862,29,23,5.5,5.9,POINT (145.7038829 -41.07200862),391111.998,5452440,1999
Point (392035.99699999997392297 5449811),INGL16,Big Creek at Smarts Hill Rd,"Department of Primary Industries, Parks, Water and Environment",25/02/1999,145.7144174,-41.09580814,41.09580814,21,25,4.8,5.6,POINT (145.7144174 -41.09580814),392035.997,5449811,1999
Point (390035.99800000002142042 5463477.00100000016391277),INGL17,Mitchells Creek at Bass H'way,"Department of Primary Industries, Parks, Water and Environment",24/02/1999,145.693045,-40.97246627,40.97246627,0,13,3.2,4.2,POINT (145.693045 -40.97246627),390035.998,5463477.001,1999
Point (389330.00300000002607703 5462225.00100000016391277),INGL18,Blackfish Creek at Stennings Rd,"Department of Primary Industries, Parks, Water and Environment",26/02/1999,145.6844321,-40.98364623,40.98364623,16,22,3.9,5.7,POINT (145.6844321 -40.98364623),389330.003,5462225.001,1999
